time,_geo,geo,value,UNIT,_UNIT,EGROUP,_EGROUP,POSITION,_POSITION,sex,_sex
2021,IE,Ireland,12,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,IE,Ireland,15,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,IE,Ireland,13,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,IE,Ireland,12,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,IE,Ireland,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,IE,Ireland,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,IE,Ireland,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,IE,Ireland,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,IE,Ireland,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,IE,Ireland,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,IPA,Instrument for Pre-accession Assistance (IPA) countries,9,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,IPA,Instrument for Pre-accession Assistance (IPA) countries,9,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,IPA,Instrument for Pre-accession Assistance (IPA) countries,56,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,IPA,Instrument for Pre-accession Assistance (IPA) countries,64,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,IPA,Instrument for Pre-accession Assistance (IPA) countries,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,IPA,Instrument for Pre-accession Assistance (IPA) countries,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,IPA,Instrument for Pre-accession Assistance (IPA) countries,6,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,IPA,Instrument for Pre-accession Assistance (IPA) countries,7,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,IT,Italy,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,IT,Italy,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,IT,Italy,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,IT,Italy,8,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,IT,Italy,7,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,IT,Italy,7,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,IT,Italy,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,IT,Italy,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,IT,Italy,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,IT,Italy,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,IT,Italy,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,IT,Italy,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,LT,Lithuania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,LT,Lithuania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,LT,Lithuania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,LT,Lithuania,10,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,LT,Lithuania,8,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,LT,Lithuania,8,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,LT,Lithuania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,LT,Lithuania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,LT,Lithuania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,LT,Lithuania,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,LT,Lithuania,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,LT,Lithuania,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,LU,Luxembourg,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,LU,Luxembourg,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,LU,Luxembourg,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,LU,Luxembourg,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,LU,Luxembourg,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,LU,Luxembourg,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,LU,Luxembourg,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,LU,Luxembourg,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,LV,Latvia,7,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,LV,Latvia,7,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,LV,Latvia,6,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,LV,Latvia,20,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,LV,Latvia,19,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,LV,Latvia,19,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,LV,Latvia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,LV,Latvia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,LV,Latvia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,LV,Latvia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,LV,Latvia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,LV,Latvia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,ME,Montenegro,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,ME,Montenegro,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,ME,Montenegro,8,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,ME,Montenegro,8,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,ME,Montenegro,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,ME,Montenegro,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,ME,Montenegro,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,ME,Montenegro,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,MK,North Macedonia,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,MK,North Macedonia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,MK,North Macedonia,9,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,MK,North Macedonia,10,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,MK,North Macedonia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,MK,North Macedonia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,MK,North Macedonia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,MK,North Macedonia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,NL,Netherlands,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,NL,Netherlands,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,NL,Netherlands,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,NL,Netherlands,6,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,NL,Netherlands,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,NL,Netherlands,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,NL,Netherlands,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,NL,Netherlands,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,NL,Netherlands,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,NL,Netherlands,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,NL,Netherlands,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,NL,Netherlands,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,NO,Norway,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,NO,Norway,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,NO,Norway,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,NO,Norway,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,NO,Norway,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,NO,Norway,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,NO,Norway,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,NO,Norway,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,PL,Poland,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,PL,Poland,8,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,PL,Poland,8,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,PL,Poland,45,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,PL,Poland,43,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,PL,Poland,45,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,PL,Poland,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,PL,Poland,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,PL,Poland,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,PL,Poland,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,PL,Poland,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,PL,Poland,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,PT,Portugal,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,PT,Portugal,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,PT,Portugal,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,PT,Portugal,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,PT,Portugal,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,PT,Portugal,6,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,PT,Portugal,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,PT,Portugal,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,PT,Portugal,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,PT,Portugal,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,PT,Portugal,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,PT,Portugal,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,RO,Romania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,RO,Romania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,RO,Romania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,RO,Romania,6,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,RO,Romania,6,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,RO,Romania,6,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,RO,Romania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,RO,Romania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,RO,Romania,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,RO,Romania,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,RO,Romania,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,RO,Romania,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,RS,Serbia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,RS,Serbia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,RS,Serbia,14,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,RS,Serbia,14,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,RS,Serbia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,RS,Serbia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,RS,Serbia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,RS,Serbia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,SE,Sweden,25,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,SE,Sweden,21,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,SE,Sweden,23,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,SE,Sweden,43,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,SE,Sweden,43,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,SE,Sweden,38,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,SE,Sweden,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,SE,Sweden,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,SE,Sweden,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,SE,Sweden,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,SE,Sweden,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,SE,Sweden,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,SI,Slovenia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,SI,Slovenia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,SI,Slovenia,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,SI,Slovenia,13,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,SI,Slovenia,12,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,SI,Slovenia,11,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,SI,Slovenia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,SI,Slovenia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,SI,Slovenia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,SI,Slovenia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,SI,Slovenia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,SI,Slovenia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,SK,Slovakia,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,SK,Slovakia,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,SK,Slovakia,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,SK,Slovakia,18,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,SK,Slovakia,19,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,SK,Slovakia,20,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,SK,Slovakia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,SK,Slovakia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,SK,Slovakia,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,SK,Slovakia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,SK,Slovakia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,SK,Slovakia,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,TR,Turkey,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,TR,Turkey,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,TR,Turkey,10,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,TR,Turkey,10,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,TR,Turkey,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,TR,Turkey,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,TR,Turkey,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,TR,Turkey,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,UK,United Kingdom,31,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,UK,United Kingdom,44,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,UK,United Kingdom,38,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,UK,United Kingdom,67,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,UK,United Kingdom,51,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,UK,United Kingdom,54,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,UK,United Kingdom,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,UK,United Kingdom,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,UK,United Kingdom,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,UK,United Kingdom,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,UK,United Kingdom,4,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,UK,United Kingdom,2,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,XK,Kosovo,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,XK,Kosovo,3,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,XK,Kosovo,5,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,XK,Kosovo,5,Number of persons (headcount),NR,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,XK,Kosovo,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,XK,Kosovo,0,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,XK,Kosovo,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,XK,Kosovo,1,Number of persons (headcount),NR,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,AL,Albania,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,AL,Albania,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,AL,Albania,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,AL,Albania,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,AT,Austria,25,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,AT,Austria,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,AT,Austria,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,AT,Austria,75,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,AT,Austria,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
